GEO_ID,S1903_C02_001E,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,NAME
1600000US1764655,31731,180,36,100,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,1.1,2.4,98.9,2.4,8.3,9.2,28.3,13.6,28.3,10.2,35,13.7,102,28,46.1,17.1,53.9,17.1,89.2,10.2,7.8,9.7,2.9,4.3,78,26,67.9,18.8,60.3,19.2,7.7,12.3,32.1,18.8,23.1,16.3,9,13.7,27.2,(X),21.6,(X),34.6,(X),4717,31731,4717,-,**,-,**,-,**,-,**,-,**,-,**,-,**,31923,4823,7083,7217,39583,16426,34583,18623,29750,6963,37500,15960,35625,20585,46875,20150,45625,15084,26250,13249,-,**,28611,4111,27639,11105,22188,10283,-,**,33036,7064,28750,19587,-,**,(X),(X),(X),(X),(X),(X),"Roberts village, Illinois"
1600000US1764707,37565,3119,176,95.7,2.7,1.3,1.5,0,1,0.7,0.5,0,1,0.7,1.4,1.5,2,1.2,1.1,95.3,2.7,5.2,2.5,31.8,3.5,31.5,3.6,31.6,3.2,1905,140,40.7,6,59.3,6,77.7,6.3,16.3,6,6,3.7,1214,171,63.4,8.6,59.2,8.6,4.2,3.7,36.6,8.6,33.6,8.7,3,2.9,25,(X),22.9,(X),27,(X),2391,37193,2830,85993,18841,-,**,20313,9727,-,**,-,**,48919,867,35489,22070,37336,2758,21042,2762,40668,6502,44712,7234,26424,9919,48958,4148,42478,11786,51371,6127,52324,7682,36538,13994,37917,18475,21875,6060,20040,5866,18594,6350,22132,8478,28484,5889,27746,10790,36731,18931,(X),(X),(X),(X),(X),(X),"Robinson city, Illinois"
1600000US1764746,45035,3888,206,95.7,1.6,0.7,0.8,0,0.8,1.6,0.9,0,0.8,1.2,0.9,0.8,0.7,17.2,3.2,80.8,3.4,5.8,2.6,38.9,4.9,30.8,4.1,24.6,3.4,2420,176,53.8,5.1,46.2,5.1,72.5,6.3,16.9,5,10.6,4.5,1468,276,46.4,9.2,39.9,8.2,6.5,3.8,53.6,9.2,46.3,8.5,7.4,5.2,26.9,(X),29.1,(X),21.8,(X),4705,44652,4503,-,**,-,**,130250,165154,-,**,46250,37860,72778,2657,51073,7537,43949,3176,33269,24461,48750,7822,56536,6737,28859,9260,57804,4112,55225,5038,62983,8268,62911,6351,15781,13106,69261,26393,28690,9074,33279,7297,28214,10564,48165,17807,26696,8976,25705,2765,54808,19689,(X),(X),(X),(X),(X),(X),"Rochelle city, Illinois"
1600000US1764759,83710,1337,108,97.9,2.1,0.2,0.5,0,2.4,0.8,1.3,0,2.4,0,2.4,1,1.6,1,1.6,96.9,2.6,0,2.4,31.2,5.6,47.6,5.9,21.2,4.5,1055,87,50.9,6.9,49.1,6.9,86.5,6.4,8.2,4.6,5.2,5,282,77,74.5,11.9,74.5,11.9,0,10.9,25.5,11.9,25.5,11.9,0,10.9,21.1,(X),17.2,(X),35.8,(X),5662,83274,6954,-,**,-,**,"250,000+",***,-,**,-,**,-,**,-,**,82996,7766,-,**,84273,4668,92031,9768,33214,20731,87852,4423,89550,7740,86684,4940,91453,7933,69107,15584,64471,31965,36731,11863,30781,9912,30781,9912,-,**,56250,17026,56250,17026,-,**,(X),(X),(X),(X),(X),(X),"Rochester village, Illinois"
1600000US1764811,40313,79,27,88.6,14.9,0,32.4,0,32.4,0,32.4,0,32.4,0,32.4,11.4,14.9,5.1,9.1,87.3,14.3,0,32.4,21.5,15.6,34.2,19.5,44.3,17.2,55,23,12.7,13.9,87.3,13.9,81.8,15.7,18.2,15.7,0,40,24,15,45.8,43.3,25,24.1,20.8,33,54.2,43.3,54.2,43.3,0,60.5,27.8,(X),32.7,(X),16.7,(X),25503,41250,28769,-,**,-,**,-,**,-,**,-,**,9375,71969,51667,7284,40938,26841,-,**,41563,43225,31250,76730,39583,34528,54107,12998,80313,64331,53929,20314,52083,26982,54286,120365,-,**,11250,4031,12292,60660,-,**,41563,19109,9306,4158,9306,4158,-,**,(X),(X),(X),(X),(X),(X),"Rockbridge village, Illinois"
1600000US1764837,56731,146,35,98.6,2.4,1.4,2.4,0,19.8,0,19.8,0,19.8,0,19.8,0,19.8,1.4,2.4,98.6,2.4,4.1,4.8,35.6,13,32.9,12.1,27.4,11.5,92,29,59.8,16.2,40.2,16.2,91.3,7.7,8.7,7.7,0,29,54,20,55.6,21.1,55.6,21.1,0,40.4,44.4,21.1,38.9,20,5.6,7,19.9,(X),29.3,(X),3.7,(X),18186,56923,19134,-,**,-,**,-,**,-,**,-,**,-,**,-,**,56923,19134,28125,4084,74167,16999,50000,42886,26250,23276,71250,20058,66250,17990,91875,41340,75000,16621,22500,16690,-,**,21667,9451,18750,17735,18750,17735,-,**,22500,9623,21250,13723,24375,89032,(X),(X),(X),(X),(X),(X),"Rock City village, Illinois"
1600000US1764902,45000,820,73,90,5.1,0.9,1.4,2,2.6,0,3.9,0,3.9,6.7,4.4,0.5,0.7,22,6.2,75.2,5.9,3.5,2.3,39.5,5.6,35,6.4,22,4.8,450,70,42.4,8.8,57.6,8.8,73.3,9.4,24.4,9.1,2.2,1.9,370,76,46.2,11.1,38.1,9.9,8.1,7.9,53.8,11.1,43.8,11.3,10,5.5,30.5,(X),31.8,(X),28.9,(X),5959,46087,6126,-,**,-,**,-,**,-,**,35179,4549,-,**,38750,10626,44926,7977,36250,17629,50526,13895,51563,13371,26875,5926,49583,8253,47375,18156,50972,11815,58281,10733,30625,18175,43750,100369,36316,9674,27768,14881,21528,7917,79531,12935,40048,8464,36579,8173,63365,12332,(X),(X),(X),(X),(X),(X),"Rockdale village, Illinois"
1600000US1764928,36553,3899,188,95.9,2.1,0.2,0.4,0.4,0.6,0.4,0.5,0,0.8,1.8,1.1,1.3,1.3,11.1,2.8,87.8,3,5.5,2.3,31,3.1,40.7,3.8,22.9,2.1,2408,141,49.4,5.8,50.6,5.8,67.7,5.5,25.8,4.8,6.5,3,1491,210,52,7.7,43.2,7.3,8.9,4.3,48,7.7,36.2,7.5,11.7,5.3,27.3,(X),24,(X),31.5,(X),1770,36611,1866,-,**,-,**,14038,2850,-,**,21719,75558,29760,25089,40736,11355,36269,1610,29676,13535,40417,2642,36602,3655,30469,5967,41731,2838,40620,5004,46500,8167,51921,7916,22760,11012,31184,27548,23517,4867,19883,6896,17734,2697,49107,28367,24872,9357,21371,4842,69479,24836,(X),(X),(X),(X),(X),(X),"Rock Falls city, Illinois"
1600000US1765000,38573,59827,717,75.9,0.9,18.6,0.7,0.3,0.1,1.9,0.3,0,0.1,2.2,0.4,1.2,0.2,9.3,0.6,69.2,1,5.1,0.5,36.6,0.8,35.9,0.8,22.4,0.7,37077,638,47.9,1.4,52.1,1.4,64.9,1.5,27.9,1.4,7.2,0.9,22750,770,54.7,2,48,2,6.7,1.1,45.3,2,37.6,2.2,7.7,1.3,25.4,(X),26.2,(X),22.9,(X),974,42597,1282,23768,2568,68235,36021,70118,19156,-,**,33192,1598,26250,11194,32791,2713,44071,1329,19330,3568,40735,1673,48939,2154,29320,1711,47981,1597,38327,2239,56640,2293,64558,1760,22674,1976,37036,5473,24997,1265,21198,1492,19093,1230,43322,5337,30244,2133,27457,2114,43924,4864,(X),(X),(X),(X),(X),(X),"Rockford city, Illinois"
1600000US1765078,41475,15536,479,78.4,1.5,18,1.4,0.3,0.2,0.4,0.2,0,0.1,1.7,0.8,1.2,0.5,4.8,1,75.4,1.7,2.8,1,32.6,2,37.9,1.9,26.7,1.5,9035,363,45.8,2.5,54.2,2.5,71.9,2.9,22.2,2.6,5.9,1.6,6501,479,56,3.3,50.5,3.6,5.5,2,44,3.3,37.4,3.6,6.6,1.6,27.9,(X),28.8,(X),26.1,(X),2321,45859,2578,26535,6950,44028,19088,54125,38869,-,**,30156,16565,46146,34685,33000,5668,46338,2683,22781,8077,50098,4074,47159,7717,29993,1878,57242,3021,51944,6900,62275,6710,66724,3307,31019,6434,49950,15274,23634,2132,22450,2439,21267,2013,46875,12539,25553,4412,22276,3150,51297,1789,(X),(X),(X),(X),(X),(X),"Rock Island city, Illinois"
1600000US1765104,52125,35,24,74.3,37.8,0,50.1,0,50.1,0,50.1,0,50.1,25.7,37.8,0,50.1,71.4,55.2,28.6,55.2,0,50.1,74.3,37.8,25.7,37.8,0,50.1,26,23,38.5,61.5,61.5,61.5,61.5,61.5,38.5,61.5,0,58.2,9,14,0,98.9,0,98.9,0,98.9,100,98.9,0,98.9,100,98.9,0,(X),0,(X),0,(X),49081,75469,44113,-,**,-,**,-,**,-,**,-,**,-,**,75547,58826,-,**,-,**,75469,44113,-,**,-,**,75469,44113,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Rock Island Arsenal CDP, Illinois"
1600000US1765156,72264,2616,167,96.3,2.7,0,1.2,0.6,1.2,3.1,2.4,0,1.2,0,1.2,0,1.2,2.1,2,94.9,2.8,2.2,2.1,41,5.7,35.3,5.2,21.5,4.5,2014,146,49,6.2,51,6.2,88.5,4.7,8.1,3.7,3.4,3.4,602,145,57.3,14,48.7,14,8.6,7.1,42.7,14,35.7,13.9,7,6,21.5,(X),20.4,(X),25.4,(X),4323,72254,4184,-,**,-,**,69130,11913,-,**,-,**,-,**,116364,61757,72185,3834,16648,43839,88615,6627,75888,11608,46188,10853,81538,7172,92594,10798,69211,7323,86333,7297,28167,19456,44929,118941,26774,15012,23625,20277,21332,9194,66964,75709,27218,37144,25524,20106,88636,20349,(X),(X),(X),(X),(X),(X),"Rockton village, Illinois"
1600000US1765221,26875,22,17,100,63.2,0,63.2,0,63.2,0,63.2,0,63.2,0,63.2,0,63.2,0,63.2,100,63.2,0,63.2,13.6,26.3,22.7,32,63.6,48.7,15,12,0,76.6,100,76.6,26.7,43.2,73.3,43.2,0,76.6,7,11,85.7,53.6,85.7,53.6,0,100,14.3,53.6,14.3,53.6,0,100,40.9,(X),0,(X),14.3,(X),23631,26875,23631,-,**,-,**,-,**,-,**,-,**,-,**,-,**,26875,23631,-,**,-,**,"2,500-",***,27188,27162,8594,25138,-,**,8594,25138,"2,500-",***,9219,81669,-,**,41042,12346,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Rockwood village, Illinois"
1600000US1765338,59623,9031,310,81.1,2.5,1.3,0.8,0,0.4,6.8,1.8,0,0.4,9.6,2,1.1,0.7,14.9,2,76.3,2.5,3.7,1.5,38.6,2.9,37.3,3,20.4,2.1,6076,236,48.8,3.9,51.2,3.9,79.3,3.8,16,3.3,4.7,1.9,2955,371,53.7,6.4,48,6.5,5.7,2.9,46.3,6.4,40,6.3,6.4,3.4,27.7,(X),30.5,(X),21.1,(X),5793,62175,6423,52738,41236,-,**,71032,6229,-,**,37969,8364,52885,40855,40759,6901,64180,7626,39926,13535,58854,10724,74464,9767,42985,5832,72932,4548,61565,9236,78264,8463,80346,8285,41578,11044,52793,8022,38601,4065,34444,5637,31943,4391,73320,16714,42293,4565,41426,3856,66818,27279,(X),(X),(X),(X),(X),(X),"Rolling Meadows city, Illinois"
1600000US1765403,55000,674,102,100,4.7,0,4.7,0,4.7,0,4.7,0,4.7,0,4.7,0,4.7,1.8,2.6,98.2,2.6,0,4.7,33.7,10.7,40.8,9.6,25.5,7.2,429,88,48,11.8,52,11.8,78.8,13.5,9.6,10.7,11.7,12.2,245,79,44.5,19.7,44.5,19.7,0,12.4,55.5,19.7,44.5,23.1,11,12.9,23,(X),25.9,(X),18,(X),10999,55000,10999,-,**,-,**,-,**,-,**,-,**,-,**,-,**,54559,10581,-,**,54141,14765,68042,12523,29394,21163,62148,12130,56250,23582,66875,27318,67708,22942,68292,7503,24063,5635,34464,15806,26118,8520,26118,8520,-,**,45152,12509,38977,16488,79609,2027,(X),(X),(X),(X),(X),(X),"Rome CDP, Illinois"
1600000US1765442,67165,11426,304,71.5,2.4,11.2,1.8,0.3,0.3,5.4,1.2,0,0.3,10.4,1.9,1.3,0.7,24.4,2.3,58,2.8,2.7,1.4,53.1,2.6,30.4,2.4,13.8,1.7,9287,255,56.4,2.6,43.6,2.6,77.4,3.2,13.1,2.4,9.5,2.5,2139,313,49.3,8.3,41,8,8.2,4.9,50.7,8.3,40.6,8,10.1,5.6,33.6,(X),31.9,(X),38.7,(X),3757,66588,5025,69153,7833,63092,23082,89728,12102,-,**,61062,3649,90147,50650,61138,2275,69414,4926,28613,1860,73524,5868,71894,5886,44783,3182,71470,2958,69965,6727,72725,3018,77313,4500,51343,6309,60058,27719,48038,5536,42841,7148,38243,11558,68475,7679,60386,8339,52905,12933,95341,52006,(X),(X),(X),(X),(X),(X),"Romeoville village, Illinois"
1600000US1765481,34756,896,95,94,5.2,0,3.6,0,3.6,1.2,2,3.3,4.2,1.5,1.4,0,3.6,1.5,1.4,94,5.2,3.7,5.3,37.5,8.8,34.2,8,24.7,6.2,552,94,45.7,10.9,54.3,10.9,65.2,11.4,16.8,9.7,17.9,11.2,344,83,30.5,12.8,30.5,12.8,0,9,69.5,12.8,64.5,13.2,4.9,5.7,24,(X),24.5,(X),13.7,(X),9137,34573,8218,-,**,-,**,-,**,-,**,-,**,-,**,-,**,34573,8218,-,**,26293,21889,49643,14014,30703,12986,41359,9860,33485,12615,52667,17928,55000,14851,12202,22679,32992,11249,18750,5400,9340,2055,9340,2055,-,**,22031,7527,23261,10687,-,**,(X),(X),(X),(X),(X),(X),"Roodhouse city, Illinois"
1600000US1765611,67530,3582,182,94.9,2.1,1.8,1.5,0,0.9,3.1,1.7,0,0.9,0,0.9,0.2,0.4,2.1,1.5,92.8,2.5,4.8,2.8,40.9,4.1,39.7,3.7,14.6,2.7,2676,152,53,5.2,47,5.2,84.6,4,11.7,3.6,3.7,2,906,167,57.7,9.5,53.1,9.9,4.6,3.3,42.3,9.5,30.2,8,12,8,19.3,(X),19.9,(X),16.7,(X),4124,68318,4143,35625,84988,-,**,63750,25685,-,**,-,**,-,**,73125,14313,67545,4337,41786,31707,77500,6822,70044,5305,31739,5405,75122,5621,75179,6664,75063,12916,83011,4680,40387,7725,50714,59108,34375,5194,30075,5093,27697,6312,75250,30774,60717,2297,58108,11092,144417,135703,(X),(X),(X),(X),(X),(X),"Roscoe village, Illinois"
1600000US1765754,55250,55,28,100,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,100,40,27.3,30.2,12.7,16.8,27.3,20.8,32.7,23.5,25,12,32,35.2,68,35.2,88,17.5,12,17.5,0,59.3,30,25,26.7,26,26.7,26,0,54.1,73.3,26,23.3,26.3,50,40.6,10.9,(X),12,(X),10,(X),35995,55250,35995,-,**,-,**,-,**,-,**,-,**,-,**,-,**,55250,35995,58438,24056,55750,25863,28125,38208,25000,42601,55250,17030,55500,41585,49375,25550,56000,8973,-,**,-,**,43750,59258,14500,7378,14500,7378,-,**,58333,44808,9688,12367,59063,10129,(X),(X),(X),(X),(X),(X),"Rose Hill village, Illinois"
1600000US1765806,77207,8441,294,89.7,2.5,1.5,1.2,0.2,0.4,7.5,1.9,0,0.4,0.8,0.7,0.2,0.3,5.3,1.7,85.5,2.7,2.5,1.2,40.4,3.6,43,3.4,14.1,1.9,5973,207,53.6,3.2,46.4,3.2,82.1,3.6,13.2,3.1,4.6,1.9,2468,294,51.1,7.9,43.3,7.8,7.8,4.7,48.9,7.9,34,7.6,14.9,5.1,25.9,(X),23.1,(X),31.3,(X),4373,76472,4066,36094,13087,-,**,94722,25363,-,**,70524,13280,82083,39190,71888,29216,76427,4193,38519,4327,78011,7441,87155,7177,40969,7941,89136,7241,88125,10580,90742,10149,96354,5506,61111,15576,90781,13215,44727,7423,40909,4365,35083,10623,120135,21947,50198,7486,45060,8273,64720,38205,(X),(X),(X),(X),(X),(X),"Roselle village, Illinois"
1600000US1765819,32396,1709,148,78.5,6.7,1.9,2.3,0,1.9,5.2,3.4,0,1.9,14.3,6.4,0,1.9,19.5,6.5,73.3,6.7,8.3,4.9,35.2,7.2,28.8,6.1,27.7,4.6,1011,148,46.1,10.2,53.9,10.2,76.3,10,14.7,5.7,9,7.9,698,130,52.4,10.6,47.9,10.3,4.6,4.8,47.6,10.6,41.8,10.7,5.7,4.7,22.7,(X),18.4,(X),28.2,(X),3603,35714,9565,33350,14514,-,**,17792,18772,-,**,30762,17287,-,**,31646,13139,37557,12302,31556,12826,38322,18799,45938,32206,25744,4190,39020,16741,34152,12735,60052,36632,38480,16521,43393,33137,83875,119503,30338,6669,23523,8729,21250,6683,31538,39017,33571,10488,31172,12875,56429,60162,(X),(X),(X),(X),(X),(X),"Rosemont village, Illinois"
1600000US1765845,41023,474,64,98.5,2.3,0,6.6,0,6.6,1.5,2.3,0,6.6,0,6.6,0,6.6,0,6.6,98.5,2.3,0.8,1.2,28.9,8.4,46.8,8.8,23.4,6.4,277,58,42.2,10.8,57.8,10.8,81.2,8.4,18.8,8.4,0,11.1,197,52,53.3,12.5,51.3,13.3,2,2.8,46.7,12.5,46.7,12.5,0,15.2,21.1,(X),20.2,(X),22.3,(X),2488,41222,2381,-,**,-,**,-,**,-,**,-,**,-,**,-,**,41222,2381,23750,56762,41295,2249,50833,21366,32639,5750,51458,11129,43365,5229,66667,20542,67708,21504,37857,45437,-,**,28393,6833,22321,10015,21607,10354,-,**,31591,6690,31591,6690,-,**,(X),(X),(X),(X),(X),(X),"Roseville village, Illinois"
1600000US1765884,53787,1753,137,99.4,1,0,1.8,0,1.8,0.6,1,0,1.8,0,1.8,0,1.8,0,1.8,99.4,1,5.4,4.8,30.2,7.1,38.2,6.3,26.2,4.8,1347,118,37.9,7.7,62.1,7.7,90.2,5.9,3.8,3.6,6,4.3,406,133,38.7,15,38.7,15,0,7.7,61.3,15,40.9,16.4,20.4,15.6,25.8,(X),21.9,(X),38.7,(X),3158,53685,2960,-,**,-,**,-,**,-,**,-,**,-,**,-,**,53685,2960,13973,11879,58313,18141,66696,10895,40391,22435,65313,13003,69408,26807,63167,12435,68493,11167,29896,29676,29081,39690,25144,7328,26991,5286,26991,5286,-,**,21703,11060,17143,16315,52882,54516,(X),(X),(X),(X),(X),(X),"Rosewood Heights CDP, Illinois"
1600000US1765897,23098,551,85,99.3,1.8,0,5.7,0,5.7,0.7,1.8,0,5.7,0,5.7,0,5.7,0.9,1.8,98.4,2.8,11.3,5.5,34.5,8.6,19.6,6.7,34.7,9.3,346,63,56.9,11.2,43.1,11.2,61.6,13.9,34.4,13.4,4,3.9,205,57,69.3,14.8,69.3,14.8,0,14.6,30.7,14.8,30.7,14.8,0,14.6,17.2,(X),20.8,(X),9.3,(X),5169,22880,5179,-,**,-,**,"250,000+",***,-,**,-,**,-,**,30417,23288,22826,5192,11786,14601,54688,18237,27500,26744,18977,5762,27333,15918,30469,25415,27083,20609,56023,15524,11607,8798,30000,73244,12798,3092,12174,4366,12174,4366,-,**,13875,5077,13875,5077,-,**,(X),(X),(X),(X),(X),(X),"Rosiclare city, Illinois"
1600000US1765962,43333,486,65,96.9,4,0,6.5,0,6.5,0.4,0.9,0,6.5,2.7,3.8,0,6.5,2.7,3.8,96.9,4,7.4,4,38.3,8.1,34,6.6,20.4,4.8,335,55,48.4,9.4,51.6,9.4,76.4,8.8,12.8,5.4,10.7,7.4,151,41,41.1,15.9,34.4,15.3,6.6,7.4,58.9,15.9,48.3,16,10.6,10.5,16.7,(X),17.6,(X),12.6,(X),5999,44479,5531,-,**,-,**,-,**,-,**,-,**,-,**,-,**,44479,5531,35000,7079,49000,4703,48125,6484,32917,8457,44583,6276,41667,11534,47321,8805,51447,3507,21250,13011,16875,14482,39271,12857,30000,16000,22083,11753,31786,1830,48438,3690,47902,8521,62500,33922,(X),(X),(X),(X),(X),(X),"Rossville village, Illinois"
1600000US1766027,76294,5246,191,73.2,3.5,7.1,2.4,0,0.6,10.7,1.8,0,0.6,7.7,2,1.3,0.7,20.4,2.9,61.2,3.5,4.6,2.2,56.5,4.3,33,3.6,5.9,1.7,4115,154,63.1,4.2,36.9,4.2,79.5,4.5,15,4.2,5.4,2.6,1131,196,48.8,10,42.9,9.4,5.9,3.9,51.2,10,31.5,9.3,19.7,10,21.8,(X),22.2,(X),16.5,(X),5180,77556,6549,96250,67922,-,**,84091,15847,-,**,54271,15771,99028,57330,53949,9552,79900,3728,33267,6727,81817,4626,74311,16248,47684,9858,80359,5846,78834,8062,81910,8381,90186,9544,34495,13205,46058,29097,48239,9873,41857,12044,38958,25308,79728,21261,53844,24707,53125,8454,105821,133114,(X),(X),(X),(X),(X),(X),"Round Lake village, Illinois"
1600000US1766040,62709,8041,303,84,2.8,4.1,1.6,0.3,0.4,1.8,0.8,0,0.4,7.5,2.1,2.3,1.1,34.2,2.6,58.3,2.8,3.8,1.8,54.7,3.2,32.8,2.9,8.6,1.6,6412,260,64.8,3.3,35.2,3.3,73.2,4.3,16.8,3.5,10.1,2.9,1629,262,55.7,8.2,42.6,8.5,13.1,6.1,44.3,8.2,36.6,8.5,7.7,4.3,29.2,(X),29.4,(X),22.2,(X),2528,63433,2622,41326,48870,82969,23521,82865,34172,-,**,52639,16100,48750,58598,52511,4088,71364,6111,36477,11586,63292,3702,71119,10586,40199,9823,66473,4398,62380,3439,73605,8612,78006,3057,37159,10102,51767,17952,44583,7334,36858,11404,33421,9401,67798,12968,51154,9793,50000,11298,56667,17866,(X),(X),(X),(X),(X),(X),"Round Lake Beach village, Illinois"
1600000US1766053,64896,834,95,83.7,4.5,1.3,1.1,0.5,0.7,6.6,2.4,0,3.8,6.5,3.1,1.4,1.9,24.3,5.5,66.2,6.5,6.1,4.1,45.3,6.9,40.3,7.2,8.3,3.9,699,89,59.2,7.2,40.8,7.2,77.1,6.7,18.2,5.9,4.7,3.6,135,44,55.6,22.7,46.7,22.4,8.9,11.1,44.4,22.7,34.8,19.5,9.6,11.3,16.2,(X),16,(X),17,(X),5980,62143,9577,69583,4270,-,**,69583,49145,-,**,76250,19906,150833,61201,63625,18529,65000,10855,29943,34248,75769,9941,65333,5939,31250,27911,68958,9189,71667,15668,66991,10039,76645,8301,36875,18556,51563,49802,47981,21825,47917,33215,35938,27918,109000,1589,48000,32361,30417,34604,49125,13460,(X),(X),(X),(X),(X),(X),"Round Lake Heights village, Illinois"
1600000US1766066,45109,2806,169,89.9,3.6,1.4,1,0.8,1,0.2,0.4,0,1.1,6.4,3.2,1.2,1.3,19,4.1,78.8,4.5,3,1.8,30.2,4.8,26.6,4.9,40.2,4.3,1904,146,43.1,5.8,56.9,5.8,78.2,6.7,15,5.9,6.8,4.5,902,183,75.5,8.5,67.2,10.6,8.3,5.8,24.5,8.5,20.2,8,4.3,5,24,(X),24.7,(X),22.4,(X),5481,45089,6290,32625,22505,24554,13210,-,**,-,**,51290,11252,40625,31786,48700,15115,44500,7219,53482,30177,51250,11031,50764,18955,37609,7583,54610,6073,50744,8709,59115,6622,55731,6592,32321,47847,54231,30678,30119,4288,28668,6100,23750,9105,81125,10591,47404,22634,33750,31854,83125,53221,(X),(X),(X),(X),(X),(X),"Round Lake Park village, Illinois"
1600000US1766131,40260,663,72,98.8,1.1,0.8,0.8,0,4.8,0,4.8,0,4.8,0,4.8,0.5,0.8,0.5,0.6,98.3,1.3,8,3.8,33.9,5.7,37.3,6.4,20.8,4.2,442,58,45,7.6,55,7.6,70.6,7.8,18.6,6.4,10.9,5.4,221,46,61.5,11,53.4,10.4,8.1,5.2,38.5,11,28.1,10.2,10.4,8.3,11.6,(X),11.3,(X),11.8,(X),4808,40469,4889,"2,500-",***,-,**,-,**,-,**,-,**,-,**,-,**,40625,4967,31406,5959,48661,6851,45313,7260,32143,7243,47212,3841,44688,11168,48750,3683,55417,8310,13750,7111,45938,11671,33047,7488,27143,10165,25536,6033,36667,27857,39063,10680,38125,26142,43750,32715,(X),(X),(X),(X),(X),(X),"Roxana village, Illinois"
1600000US1766157,50875,107,27,99.1,3,0,25.7,0.9,3,0,25.7,0,25.7,0,25.7,0,25.7,0,25.7,99.1,3,0,25.7,20.6,13.2,52.3,17.1,27.1,13.1,83,28,38.6,19.5,61.4,19.5,74.7,18.8,20.5,17.9,4.8,7.3,24,12,41.7,28.4,41.7,28.4,0,60.5,58.3,28.4,58.3,28.4,0,60.5,36.4,(X),44.6,(X),8.3,(X),8060,50750,6777,-,**,-,**,-,**,-,**,-,**,-,**,-,**,50750,6777,-,**,52188,32513,48929,21014,49375,18625,52344,16877,52188,26504,53125,18717,61250,14883,26875,48093,105000,112387,43333,12456,38750,12782,38750,12782,-,**,44167,39582,44167,39582,-,**,(X),(X),(X),(X),(X),(X),"Royal village, Illinois"
1600000US1766196,35000,60,22,28.3,15.7,63.3,18.8,0,38.3,0,38.3,0,38.3,0,38.3,8.3,13.9,0,38.3,28.3,15.7,0,38.3,30,19.7,43.3,20.8,26.7,17.8,34,16,58.8,26.4,41.2,26.4,97.1,7.3,2.9,7.3,0,50.9,26,14,34.6,30.8,34.6,30.8,0,58.2,65.4,30.8,57.7,33,7.7,11.5,23.3,(X),14.7,(X),34.6,(X),12207,64688,81277,27500,17402,-,**,-,**,-,**,-,**,25938,10714,-,**,64688,81277,-,**,62500,27258,22500,12453,30000,22767,51250,15959,52083,47012,41250,28886,51458,16094,-,**,-,**,16250,21965,9107,7963,9107,7963,-,**,25313,13226,25938,14521,-,**,(X),(X),(X),(X),(X),(X),"Royal Lakes village, Illinois"
